"663","TANIQ","LIFE & TIMES OF LOVE","CRAZIATIC RECORDS [INDEPENDENT RELEASE]","07020"
"338","TANIQ","LIFE & TIMES OF LOVE","CRAZIATIC RECORDS [INDEPENDENT RELEASE]","07020"
"1661","KINDRED THE FAMILY SOUL","SURRENDER TO LOVE","Sony Music Entertainment, Inc.","5124422"
"321","KINDRED THE FAMILY SOUL","SURRENDER TO LOVE","Sony Music Entertainment, Inc.","5124422"
"2005","KINDRED THE FAMILY SOUL","SURRENDER TO LOVE","Sony Music Entertainment, Inc.","5124422"
"1989","KINDRED THE FAMILY SOUL","SURRENDER TO LOVE","Sony Music Entertainment, Inc.","5124422"
"943","KINDRED THE FAMILY SOUL","IN THIS LIFE TOGETHER","Sony Music Entertainment, Inc.","96512"
"1365","KINDRED THE FAMILY SOUL","SURRENDER TO LOVE","Sony Music Entertainment, Inc.","5124422"
"1672","KINDRED THE FAMILY SOUL","SURRENDER TO LOVE","Sony Music Entertainment, Inc.","5124422"
"1855","KINDRED THE FAMILY SOUL","IN THIS LIFE TOGETHER","Sony Music Entertainment, Inc.","96512"
"867","KINDRED THE FAMILY SOUL","SURRENDER TO LOVE","Sony Music Entertainment, Inc.","5124422"
"899","KINDRED THE FAMILY SOUL","IN THIS LIFE TOGETHER","Sony Music Entertainment, Inc.","96512"
"1917","KINDRED THE FAMILY SOUL","IN THIS LIFE TOGETHER","Sony Music Entertainment, Inc.","96512"
"1102","KINDRED THE FAMILY SOUL","THE ARRIVAL","HIDDEN BEACH RECORDS","74"
"1216","KINDRED THE FAMILY SOUL","IN THIS LIFE TOGETHER","Sony Music Entertainment, Inc.","96512"
"423","KINDRED THE FAMILY SOUL","SURRENDER TO LOVE","Sony Music Entertainment, Inc.","5124422"
"1423","KINDRED THE FAMILY SOUL","THE ARRIVAL","HIDDEN BEACH RECORDS","74"
"1142","KINDRED THE FAMILY SOUL","SURRENDER TO LOVE","Sony Music Entertainment, Inc.","5124422"
"459","KINDRED THE FAMILY SOUL","SURRENDER TO LOVE","Sony Music Entertainment, Inc.","5124422"
"547","KINDRED THE FAMILY SOUL","SURRENDER TO LOVE","Sony Music Entertainment, Inc.","5124422"
"2072","KINDRED THE FAMILY SOUL","IN THIS LIFE TOGETHER","Sony Music Entertainment, Inc.","96512"
"1027","KINDRED THE FAMILY SOUL","IN THIS LIFE TOGETHER","Sony Music Entertainment, Inc.","96512"
"771","KINDRED THE FAMILY SOUL","SURRENDER TO LOVE","Sony Music Entertainment, Inc.","5124422"
"1606","KINDRED THE FAMILY SOUL","IN THIS LIFE TOGETHER","Sony Music Entertainment, Inc.","96512"
"161","KINDRED THE FAMILY SOUL","IN THIS LIFE TOGETHER","Sony Music Entertainment, Inc.","96512"
"2044","KINDRED THE FAMILY SOUL","IN THIS LIFE TOGETHER","Sony Music Entertainment, Inc.","96512"
"1971","URUSLA RUCKER","SURRENDER TO LOVE","Sony Music Entertainment, Inc.","5124422"
"1721","KINDRED THE FAMILY SOUL","SURRENDER TO LOVE","Sony Music Entertainment, Inc.","5124422"
"472","KINDRED AND THE FAMILY SOUL","UNITED WE CURE","PRVCY PREMIUM","UWC09CD"
"1618","KINDRED THE FAMILY SOUL","THE ARRIVAL","HIDDEN BEACH RECORDS","74"
"702","KINDRED THE FAMILY SOUL","THE ARRIVAL","HIDDEN BEACH RECORDS","74"
"110","KINDRED THE FAMILY SOUL","IN THIS LIFE TOGETHER","Sony Music Entertainment, Inc.","96512"
"1821","KINDRED THE FAMILY SOUL","THE ARRIVAL","HIDDEN BEACH RECORDS","74"
"744","KINDRED THE FAMILY SOUL","THE ARRIVAL","HIDDEN BEACH RECORDS","74"
"1551","KINDRED THE FAMILY SOUL","THE ARRIVAL","HIDDEN BEACH RECORDS","74"
"1489","KINDRED THE FAMILY SOUL","THE ARRIVAL","HIDDEN BEACH RECORDS","74"
"76","KINDRED THE FAMILY SOUL","THE ARRIVAL","HIDDEN BEACH RECORDS","74"
"1484","KINDRED THE FAMILY SOUL","SURRENDER TO LOVE","Sony Music Entertainment, Inc.","5124422"
"495","KINDRED THE FAMILY SOUL","SURRENDER TO LOVE","Sony Music Entertainment, Inc.","5124422"
"1944","US3","VIP (CAN YOU HEAR ME NOW?)","EMI Music","63791"
"748","US3","HOW BOUT IT BABY","EMI Music","63791"
"","US3","IF YOU DON T KNOW","EMI Music","63791"
"1908","US3","TRUTH & LIES","EMI Music","63791"
"1785","US3","THE DAY THAT I DIED","EMI Music","63791"
"585","US3","SCHIZOPHONIC","SAVOY JAZZ / US3","3002 / 17631"
"1130","CHICO FREEMAN","MAMBO RAP","CHALLENGE RECORDS (BASED IN NETHERLANDS)","71027"
"237","CHICO FREEMAN","BUSINESS AS USUAL","CHALLENGE RECORDS","71027"
"237","CHICO FREEMAN","BUSINESS AS USUAL (REMIX)","CHALLENGE RECORDS","71027"
"7","US3","SCHIZOPHONIC","SAVOY JAZZ / US3","3002 / 17631/US3CD002"
"609","US3","SCHIZOPHONIC","SAVOY JAZZ / US3","3002 / 17631"
"2027","US3","SCHIZOPHONIC","SAVOY JAZZ / US3","3002 / 17631"
"976","US3","SCHIZOPHONIC","SAVOY JAZZ / US3","3002 / 17631"
"1187","US3","SCHIZOPHONIC","SAVOY JAZZ / US3","3002 / 17631"
"783","US3","I DON T CARE","EMI Music","63791"
"1969","US3","SCHIZOPHONIC","SAVOY JAZZ / US3","3002 / 17631"
"39","US3","ABC (LISTEN UP)","EMI Music","63791"
"1769","US3","SCHIZOPHONIC","SAVOY JAZZ / US3","3002 / 17631"
"806","US3","I LL BE RIGHT BACK","EMI Music","63791"
"991","US3","SCHIZOPHONIC","SAVOY JAZZ / US3","3002 / 17631"
"1283","FU MANCHU","THE ACTION IS GO","MAMMOTH RECORDS","354980173"
"1404","THE MIGHTY MIGHTY BOSSTONES","SKA-CORE, THE DEVIL AND MORE","Universal Music Group","314514551"
"1298","JACKIE MCLEAN","RYTHM OF THE EARTH","Universal Music Group","314517075"
"352","JACKIE MCLEAN","RYTHM OF THE EARTH","Universal Music Group","314517075"
"1591","JACKIE MCLEAN","RYTHM OF THE EARTH","Universal Music Group","314517075"
"517","JACKIE MCLEAN","BEAUTIFUL MAJESTIC ONE","EMI Music","292354"
"1339","JACKIE MCLEAN","RYTHMN OF THE EARTH - (FRENCH RELEASE)","DREFUS RECORDS","37009"
"352","JACKIE MCLEAN","RYTHMN OF THE EARTH - (FRENCH RELEASE)","DREFUS RECORDS","37009"
"1485","JACKIE MCLEAN","RYTHMN OF THE EARTH - (FRENCH RELEASE)","DREFUS RECORDS","37009"
"1591","JACKIE MCLEAN","RYTHMN OF THE EARTH - (FRENCH RELEASE)","DREFUS RECORDS","37009"
"1298","JACKIE MCLEAN","RYTHMN OF THE EARTH - (FRENCH RELEASE)","DREFUS RECORDS","37009"
"1339","JACKIE MCLEAN","RYTHM OF THE EARTH","Universal Music Group","314517075"
"1408","COMMON","ONE DAY IT LL ALL MAKE SENSE","Sony Music Entertainment, Inc.","4869062"
"1684","CHAMILLIONAIRE","ULTIMATE VICTORY","Universal Music Group","9036"
"1692","CAPONE N NOREAGA","THE REUNION","Warner Music Group","3110"
"656","CAPONE N NOREAGA","THE REUNION","Warner Music Group","3110"
"722","NOREAGA","MELVYN FLYNT - THE HUSTLER","Warner Music Group","3097"
"706","CAPONE N NOREAGA","THE REUNION","Warner Music Group","3110"
"1443","CAPONE N NOREAGA","THE REUNION","Warner Music Group","3110"
"146","N.O.R.E","GODS' FAVORITE","Universal Music Group","314586502"
"1466","NOREAGA","MELVYN FLYNT - THE HUSTLER","PENALTY/TOMMY BOY","3097"
"72","KELIS FEATURING RAPHAEL SAADIQ","[UNRELEASED COMPOSITION]","[UNRELEASED COMPOSITION]","N/A"
"2127","RAPHAEL SAADIQ","INSTANT VINTAGE","Universal Music Group","440016654"
"1179","D'WAYNE WIGGINS","EYES NEVER LIE","Universal Music Group","78059"
"280","RAPHAEL SAADIQ FEAT. ALIIEBABA","RAY RAY","POOKIE RECORDS","POOKIECD2"
"1146","FLIP SQUAD ALL STAR DJS","FLIP SQUAD ALL-STAR DJS","Universal Music Group","11815"
"421","C+C MUSIC FACTORY","C & C MUSIC FACTORY","Universal Music Group","MCC 60005 0333033797"
"421","C+C MUSIC FACTORY","C+C MUSIC FACTORY","Universal Music Group","03213033797"
"803","C+C MUSIC FACTORY","C+C MUSIC FACTORY","Universal Music Group","03213033797"
"803","C+C MUSIC FACTORY","I LL ALWAYS BE AROUND","Universal Music Group","MCD 33526"
"803","C+C MUSIC FACTORY","I LL ALWAYS BE AROUND","Universal Music Group","MCD 33526"
"803","C+C MUSIC FACTORY","I LL ALWAYS BE AROUND","Universal Music Group","MCD 33526"
"803","C+C MUSIC FACTORY","I LL ALWAYS BE AROUND","Universal Music Group","MCD 33526"
"803","C+C MUSIC FACTORY","I LL ALWAYS BE AROUND","Universal Music Group","MCD 33526"
"489","C+C MUSIC FACTORY","C & C MUSIC FACTORY","Universal Music Group","N/A"
"678","C+C MUSIC FACTORY","C & C MUSIC FACTORY","Universal Music Group","N/A"
"875","C+C MUSIC FACTORY","C & C MUSIC FACTORY","Universal Music Group","N/A"
"842","C+C MUSIC FACTORY","C & C MUSIC FACTORY","Universal Music Group","N/A"
"846","C+C MUSIC FACTORY","C & C MUSIC FACTORY","Universal Music Group","N/A"
"1080","C+C MUSIC FACTORY","C & C MUSIC FACTORY","Universal Music Group","N/A"
"1236","C+C MUSIC FACTORY","C & C MUSIC FACTORY","Universal Music Group","N/A"
"2115","C+C MUSIC FACTORY","C & C MUSIC FACTORY","Universal Music Group","N/A"
"2136","C+C MUSIC FACTORY","C & C MUSIC FACTORY","Universal Music Group","N/A"
"1695","TERRY DEXTER","TERRY DEXTER","Warner Music Group","46899"
"789","TERRY DEXTER","TERRY DEXTER","Warner Music Group","46899"
"803","C+C MUSIC FACTORY","I LL ALWAYS BE AROUND","Universal Music Group","MCD 33526"
"1766","BABY BASH","","Sony Music Entertainment, Inc.",""
"406","PAULA DEANDA","PAULA DEANDA","Sony Music Entertainment, Inc.","21512"
"1140","BABY  BASH","CYCLONE","Sony Music Entertainment, Inc.","705784"
"1716","BABY BASH","SUPER SAUCY","Universal Music Group","000410102"
"1784","THE X-ECUTIONERS","REVOLUTIONS","Sony Music Entertainment, Inc.","CK5151172"
"1452","THE X-ECUTIONERS","X-PRESSIONS","ASPHODEL","5015632"
"1321","THE X-ECUTIONERS","X-PRESSIONS","ASPHODEL","5015632"
"2077","THE X-ECUTIONERS","X-PRESSIONS","ASPHODEL","5015632"
"157","THE X-ECUTIONERS","X-PRESSIONS","ASPHODEL","5015632"
"504","THE X-ECUTIONERS","BUILT FROM SCRATCH","Sony Music Entertainment, Inc.","5015632"
"1069","THE X-ECUTIONERS","REVOLUTIONS","Sony Music Entertainment, Inc.","CK5151172"
"1816","THE X-ECUTIONERS","REVOLUTIONS","Sony Music Entertainment, Inc.","CK5151172"
"1305","THE X-ECUTIONERS","REVOLUTIONS","Sony Music Entertainment, Inc.","CK5151172"
"1705","THE X-ECUTIONERS","REVOLUTIONS","Sony Music Entertainment, Inc.","CK5151172"
"1825","THE X-ECUTIONERS","REVOLUTIONS","Sony Music Entertainment, Inc.","CK5151172"
"1783","THE X-ECUTIONERS","X-PRESSIONS","ASPHODEL","5015632"
"594","THE X-ECUTIONERS","X-PRESSIONS","ASPHODEL","5015632"
"1069","THE ROOTS","THE BEST OF THE ROOTS","101 ENTERTAINMENT","56102"
"149","THE X-ECUTIONERS","BUILT FROM SCRATCH","Sony Music Entertainment, Inc.","5015632"
"436","THE X-ECUTIONERS","BUILT FROM SCRATCH","Sony Music Entertainment, Inc.","5015632"
"31","THE X-ECUTIONERS","BUILT FROM SCRATCH","Sony Music Entertainment, Inc.","5015632"
"793","ROC RAIDA","CHAMPION SOUNDS: ROC RAIDA","",""
"715","ROC RAIDA","CHAMPION SOUNDS: ROC RAIDA","",""
"719","ROC RAIDA","CHAMPION SOUNDS: ROC RAIDA","",""
"143","ROC RAIDA","CHAMPION SOUNDS: ROC RAIDA","",""
"1312","ROC RAIDA","CHAMPION SOUNDS: ROC RAIDA","",""
"716","ROC RAIDA","CHAMPION SOUNDS: ROC RAIDA","",""
"917","ROC RAIDA","CHAMPION SOUNDS: ROC RAIDA","",""
"2092","THE X-ECUTIONERS","BUILT FROM SCRATCH","Sony Music Entertainment, Inc.","5015632"
"290","THE X-ECUTIONERS","BUILT FROM SCRATCH","Sony Music Entertainment, Inc.","5015632"
"288","KEITH SWEAT","KEITH SWEAT","Atlantic/Warner/Elektra Records","61707"
"569","TIZONE & LIL BUD","DON'T BE A MENACE TO SOUTH CENTRAL WHILE DRINKING WHILE YOU'RE DRINKING YOUR JUICE IN THE HOOD","Universal Music Group","314 524 146"
"159","PRINCE","BLACK SWEAT","Universal Music Group","0006371"
"159","PRINCE","BLACK SWEAT","Universal Music Group","9854104"
"159","PRINCE","BLACK SWEAT","Universal Music Group","40457"
"159","PRINCE","3121","Universal Music Group","5207"
"1679","YOLANDA ADAMS","TYLER PERRY'S DADDY'S LITTLE GIRL","Atlantic/Warner/Elektra Records","94676"
"1701","","MUSIC FROM TYLER PERRY'S DADDY'S LITTLE GIRLS","Atlantic/Warner/Elektra Records","10129"
"1701","ANTHONY HAMILTON","TYLER PERRY'S DADDY'S LITTLE GIRLS","Atlantic/Warner/Elektra Records","94676"
"1701","","SMOOTH JAZZ ALL STARS","CC ENTERTAINMENT","9600"
"27","MM9","THE AIR BETWEEN","RED RECORDINGS","MM9OO1"
"435","MM9","THE AIR BETWEEN","RED RECORDINGS","MM9OO1"
"1040","MM9","THE AIR BETWEEN","RED RECORDINGS","MM9OO1"
"1835","MM9","THE AIR BETWEEN","RED RECORDINGS","MM9OO1"
"660","MM9","THE AIR BETWEEN","RED RECORDINGS","MM9OO1"
"1505","MM9","THE AIR BETWEEN","RED RECORDINGS","MM9OO1"
"1650","MM9","THE AIR BETWEEN","RED RECORDINGS","MM9OO1"
"1744","MM9","THE AIR BETWEEN","RED RECORDINGS","MM9OO1"
"267","MM9","THE AIR BETWEEN","RED RECORDINGS","MM9OO1"
"1072","MM9","THE AIR BETWEEN","RED RECORDINGS","MM9OO1"
"1782","MM9","THE AIR BETWEEN","RED RECORDINGS","MM9OO1"
"1752","TACKHEAD","FRIENDLY AS A HAND GRENADE","WORLD RECORDS","1258572"
"1572","RON WOOD","SLIDE ON THIS","Koch/E1 Entertainment, Inc."," 332802"
"1595","TACKHEAD","FRIENDLY AS A HAND GRENADE","WORLD RECORDS","1258572"
"1678","TACKHEAD","FRIENDLY AS A HAND GRENADE","WORLD RECORDS","1258572"
"58","TACKHEAD","FRIENDLY AS A HAND GRENADE","WORLD RECORDS","1258572"
"1157","TACKHEAD","FRIENDLY AS A HAND GRENADE","WORLD RECORDS","1258572"
"2148","TACKHEAD","FRIENDLY AS A HAND GRENADE","WORLD RECORDS","1258572"
"2148","TACKHEAD","FRIENDLY AS A HAND GRENADE","WORLD RECORDS","1258572"
"370","TACKHEAD","FRIENDLY AS A HAND GRENADE","WORLD RECORDS","1258572"
"546","TACKHEAD","FRIENDLY AS A HAND GRENADE","WORLD RECORDS","1258572"
"1595","TACKHEAD","FRIENDLY AS A HAND GRENADE","WORLD RECORDS","1258572"
"597","SLY AND ROBBIE","LANGUAGE BARRIER","Universal Music Group","ILPM 9831"
"79","RON WOOD","LIVE AT ELECTRIC LADYLAND STUDIOS","Universal Music Group","450070"
"418","THE BEECH BOYS","THE PERFECT BEATS, VOL. 1","TOMMY BOY RECORDS","1196"
"1899","BERNARD FOWLER","FRIENDS WITH PRIVILEGES 2006","PEREGRINE RECORDS INC","1006"
"1872","TACKHEAD","","WORLD RECORDS","1258572"
"1245","BERNARD FOWLER","FRIENDS WITH PRIVILEGES 2006","PEREGRINE RECORDS INC.","1006"
"222","RON WOOD","LIVE AT ELECTRIC LADYLAND STUDIOS","Universal Music Group","450070"
"1415","TACKHEAD","CLASS ROCK [SINGLE]","EMI Music","CDSBK 7016"
"773","MATERIAL","ONE DOWN","Atlantic/Warner/Elektra Records","60206-4"
"1477","TACKHEAD","DANGEROUS SEX","EMI Music","12SBK 7014"
"2131","BERNARD FOWLER","FRIENDS WITH PRIVILEGES 2006","PEREGRINE RECORDS INC.","1006"
"296","TACKHEAD","CLASS ROCK [SINGLE]","EMI Music","CDSBK 7016"
"1045","THE PEECH BOYS","LIFE IS SOMETHING SPECIAL","Universal Music Group"," 90094-1"
"996","RON WOOD","SLIDE ON THIS","Koch/E1 Entertainment, Inc.","332802"
"954","RON WOOD","LIVE AT ELECTRIC LADYLAND STUDIOS","Universal Music Group","450070"
"1625","RON WOOD","SLIDE ON THIS","Koch/E1 Entertainment, Inc."," 332802"
"653","NICKELBAG","12 HITS AND A BUMP","MVP RECORDS","NK001"
"1878","MATERIAL","ONE DOWN","Atlantic/Warner/Elektra Records","60206-4"
"296","TACKHEAD","CLASS ROCK [SINGLE]","EMI Music","CDSBK 7016"
"296","TACKHEAD","CLASS ROCK [SINGLE]","EMI Music","CDSBK 7016"
"79","RON WOOD","ALWAYS WANTED MORE","Universal Music Group","450167"
"227","BERNARD FOWLER","FRIENDS WITH PRIVILEGES 2006","PEREGRINE RECORDS INC.","1006"
"349","PEECH BOYS","LIFE IS SOMETHING SPECIAL","Universal Music Group","90094-1"
"418","A+","HEMSTEAD HIGH","Universal Music Group","53221"
"502","RON WOOD","SLIDE ON THIS","Koch/E1 Entertainment, Inc."," 332802"
"584","BERNARD FOWLER","FRIENDS WITH PRIVILEGES 2006","PEREGRINE RECORDS INC","1006"
"902","SHAPESHIFTER","THE FALL AND RISE OF STEVIE NO WONDER","Universal Music Group",""
"2123","UNRELEASED","UNRELEASED","",""
"55","RON WOOD","SLIDE ON THIS","Koch/E1 Entertainment, Inc.","332802"
"73","NICKELBAG","12 HITS AND A BUMP","MVP RECORDS","NK001"
"1841","RON WOOD","SLIDE ON THIS","CONTINUUM","19210-2"
"1936","DE LA SOUL","GRIND DATE","SANCTUARY MUSIC GROUP","87512"
"1237","BERNARD FOWLER","FRIENDS WITH PRIVILEGES 2006","PEREGRINE RECORDS INC.","1006"
"1099","PEECH BOYS","LIFE IS SOMETHING SPECIAL","Universal Music Group","90094-1"
"1055","RON WOOD","SLIDE ON THIS","Koch/E1 Entertainment, Inc."," 332802"
"1517","BOMB THE BASS","CLEAR","Universal Music Group","531033"
"2119","BERNARD FOWLER","FRIENDS WITH PRIVILEGES 2006","PEREGRINE RECORDS INC.","1006"
"311","MATERIAL","ONE DOWN","Atlantic/Warner/Elektra Records","60206-4"
"597","SLY AND ROBBIE","BUSHEL OF MANGOS","PALM PICTURES LTD","PP001"
"1514","ALICE COOPER","ALONG CAME A SPIDER","STEAMHAMMER / SPV","239060"
"597","SLY AND ROBBIE","GET TO THIS GET TO THAT [SINGLE]","Universal Music Group","12IS 238"
"773","MATERIAL","THE BEST OF MATERIAL","CHARLY RECORDS","117"
"773","MATERIAL","CELLULOID FUNK","CHARLY RECORDS","116"
"1124","LINDA EDER","OTHER SIDE OF ME","Universal Music Group","001206902"
"1667","JENNIFER HUDSON","JENNIFER HUDSON","Arista Records/Sony Music Entertainment, Inc.","706303"
"1340","LINDA EDER","OTHER SIDE OF ME","VERve (Universal Music Group???)","001206902"
"886","BOBBY BYRD","I'M ON THE MOVE (I CAN'T GET ENOUGH)","SOULCIETY GMBH","3063509"
"1910","BOBBY BYRD","I'M ON THE MOVE (I CAN'T GET ENOUGH)","SOULCIETY GMBH","3063509"
"1043","THE VENTURES","50TH ANNIVERSARY","VALENTINE","8054"
"1043","JAMES BROWN","THE VERY BEST OF JAMES BROWN","Universal Music Group","602498607"
"1043","JAMES BROWN","BOBBY BYRD GOT SOUL: THE BEST OF BOBBY BYRD","Universal Music Group","57745"
"1520","MACEO PARKER","FUNKY PEOPLE PART 3","Universal Music Group","314524077"
"791","BOBBY BYRD","FRIENDLY AS A HAND GRENADE","SOULCIETY RECORDS [GERMANY]","82876846522"
"404","JAMES BROWN","INSTANTLIVE, BOMB SQUAD, THE PARADISE, BOSTON","Universal Music Group","157745"
"1980","BOBBY BYRD","BOBBY BYRD GOT SOUL: THE BEST OF BOBBY BYRD","Universal Music Group","314527987"
"829","BOBBY BYRD","BOBBY BYRD GOT SOUL: THE BEST OF BOBBY BYRD","Universal Music Group","314527987"
"1043","BOMB SQUAD","SAYIN' IT AND DOING IT","CLEAR CHANNEL ENTERTAINMENT","418030003"
"1043","JAMES BROWN","SOUL SYNDROME","Universal Music Group","440038484"
"825","BOBBY BYRD","SAX MACHINE","Universal Music Group","314527987"
"1043","JAMES BROWN","SEX MACHINE","CLEAR CHANNEL ENTERTAINMENT","25714"
"1043","JAMES BROWN","THE CD OF JB (SEX MACHINE)","Universal Music Group","557668"
"1043","JAMES BROWN","SAY IT LIVE SAY IT LOUD","Universal Music Group","33409"
"121","BOBBY BYRD","JB40","Universal Music Group","314537709"
"1676","JAMES BROWN","BOBBY BYRD GOT SOUL: THE BEST OF BOBBY BYRD","EMI Music","70569"
"2024","CHRISTINA MILLIAN","ITS ABOUT TIME","Universal Music Group","000222302"
"1530","LATOYA LONDON","LOVE & LIFE","PEAK RECORDS","PKD 85292"
"1530","LATOYA LONDON","LOVE & LIFE","PEAK RECORDS","PKD 85292"
"841","CHRISTINA MILLIAN","ITS ABOUT TIME","Universal Music Group","000222302"
"706","CAPONE N NOREAGA","THE REUNION","Warner Music Group","3110"
"722","NOREAGA","MELVYN FLYNT - THE HUSTLER","Warner Music Group","3097"
"626","NOREAGA","MELVYN FLYNT - THE HUSTLER","Warner Music Group","3097"
"1871","FUNKMASTER FLEX","THE TUNNEL","Universal Music Group","314538258"
"1867","THUGGED OUT","VIOLATOR","Universal Music Group","314558941"
"1466","NOREAGA","MELVYN FLYNT - THE HUSTLER","PENALTY/TOMMY BOY","3097"
"1692","CAPONE N NOREAGA","THE REUNION","Warner Music Group","3110"
"656","CAPONE-N-NOREAGA","THE REUNION","Warner Music Group","3110"
"146","N.O.R.E.","GODS' FAVORITE","Universal Music Group","314586502"
"232","CAPONE N NOREAGA","THE REUNION","Warner Music Group","3110"
"1443","CAPONE N NOREAGA","THE REUNION","Warner Music Group","3110"
"1431","SNOOP DOGG","MALICE N WONDERLAND","Priority Records","08942"
"1431","SNOOP DOGG","MORE MALICE","Priority Records","27157"
"360","Ja-Bar featuring Soulja Boy","N/A","Universal Music Group","N/A"
"1199","E40","GRIT AND GRIND","Sony Music Entertainment, Inc.","41808"
"1366","BLACKSHEEP","A WOLF IN SHEEP'S CLOTHING","Universal Music Group","848368"
"1325","DAPP THEORY","LIVE@EUROKEENS IN BELFORT","Concord Music Group Inc.",""
"708","OPUS AKOBEN","TALE OF 3 CITIES","LABEL BLEU",""
"742","OPUS AKOBEN","RAW LIFE","LABEL BLEU",""
"1334","OPUS AKOBEN","RAW LIFE","LABEL BLEU",""
"1388","OPUS AKOBEN","RAW LIFE","LABEL BLEU",""
"1901","BRUCE COCKBURN","CONCORD RECORDS 30TH ANIIVERSAY SAMPLER","STERLING SOUND","3222"
"1388","OPUS AKOBEN","LIVE@EUROKEENS IN BELFORT","AYCE DISTRIBUTION",""
"591","STEVE COLEMAN","A TALE OF THREE CITIES","Sony Music Entertainment, Inc.","47472"
"708","OPUS AKOBEN","RAW LIFE","AYCE DISTRIBUTION",""
"497","STEVE COLEMAN& THE METRICS","Y'ALL JUST DON'T KNOW","Sony Music Entertainment, Inc.","31690"
"1426","OPUS AKOBEN","RAW LIFE","LABEL BLEU",""
"1600","STEVE COLEMAN","TALE OF 3 CITIES","Sony Music Entertainment, Inc.","47472"
"1901","DAPP THEORY","","Concord Music Group Inc.","2208"
"1602","STEVE COLEMAN& THE METRICS","WAY OF THE CIPHER","Sony Music Entertainment, Inc.","31690"
"497","STEVE COLEMAN","WAY OF THE CIPHER","Sony Music Entertainment, Inc.","16912"
"774","STEVE COLEMAN","Y'ALL JUST DON'T KNOW","Sony Music Entertainment, Inc.","47472"
"134","DAPP THEORY","LIVE IN PARIS AT THE HOT BRASS","Concord Music Group Inc.","2208"
"1532","STEVE COLEMAN","TALE OF 3 CITIES","Sony Music Entertainment, Inc.","47472"
"1024","STEVE COLEMAN","TALE OF 3 CITIES","Sony Music Entertainment, Inc.","47472"
"1325","DAPP THEORY","Y'ALL JUST DON'T KNOW","Concord Music Group Inc.","2208"
"1602","STEVE COLEMAN","LIVE IN PARIS AT THE HOT BRASS","Sony Music Entertainment, Inc.","16912"
"89","TONY TONI TONE","SONS OF SOUL","Warner Music Group","1097"
"89","TONY TONI TONE","MTV PARTY TO GO, VOL. 5","RHINO RECORDS","78327"
"89","TONY TONI TONE","SMOOTH GROOVES: LADIES' MEN","SPG","Unknown"
"89","TONY TONI TONE","BEST OF SLOW JAMS","TOWN SOUND","90405"
"89","GERALD ALBRIGHT","THE TONYIES LIVE @ CHOCOLATE CITY","Atlantic/Warner/Elektra Records","83460"
"89","GERALD ALBRIGHT","THE VERY BEST OF GERALD ALBRIGHT","Atlantic/Warner/Elektra Records","8255-1 & 82552-4"
"1657","LIGHT OF LOVE","FINALLY","[INDEPENDENT RELEASE]","B00005B9DK"
"509","LIGHT OF LOVE","LOVE IS THE ONLY WAY","[INDEPENDENT RELEASE]","B00005B9DK"
"1201","TONY TONI TONE","SONS OF SOUL","Universal Music Group","53251"
"89","RAPHAEL SAADIQ","BLUE MOON","POOKIE RECORDS","1001"
"1906","LIGHT OF LOVE","FINALLY","[INDEPENDENT RELEASE]","B00005B9DK"
"1160","JILL SCOTT","THE LIGHT OF THE SUN","WARNER BROS.","B00005B9DK"
